post.date	post.location	post.dept	post.trans	post.views	post.url	city	region	bribe.paid
566	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x00000000484beff0>	Indore	Pradesh	2500
567	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	32 	<pointer: 0x000000004862c970>	Bangalore	Karnataka	25000
568	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	47 	<pointer: 0x00000000487422e0>	Bangalore	Karnataka	2500
569	October 12 2015	Indore, Madhya Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	21 	<pointer: 0x0000000048925350>	Indore	Pradesh	2000
570	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	40 	<pointer: 0x00000000489f3770>	Bangalore	Karnataka	15000
571	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	37 	<pointer: 0x0000000048b91360>	Bangalore	Karnataka	2500
572	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	35 	<pointer: 0x0000000048cc0af0>	Bangalore	Karnataka	25000
573	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	79 	<pointer: 0x0000000048e238e0>	Bangalore	Karnataka	1500
574	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	53 	<pointer: 0x0000000048f8ef70>	Bangalore	Karnataka	500
575	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	67 	<pointer: 0x00000000490aa9f0>	Bangalore	Karnataka	1500
576	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	41 	<pointer: 0x00000000491eb370>	Bangalore	Karnataka	2500
577	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	31 	<pointer: 0x0000000049360170>	Bangalore	Karnataka	1000
578	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	23 	<pointer: 0x00000000494b3d70>	Bangalore	Karnataka	500
579	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	34 	<pointer: 0x000000004968e070>	Bangalore	Karnataka	15000
580	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	49 	<pointer: 0x00000000497831e0>	Bangalore	Karnataka	2000
581	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	50 	<pointer: 0x00000000498f2cd0>	Bangalore	Karnataka	2500
582	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	55 	<pointer: 0x0000000049a51ee0>	Bangalore	Karnataka	1500
583	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	55 	<pointer: 0x0000000049bd6d60>	Bangalore	Karnataka	5000
584	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	27 	<pointer: 0x0000000049cdf370>	Bangalore	Karnataka	2000
585	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	51 	<pointer: 0x0000000049e6db70>	Bangalore	Karnataka	2500
586	October 12 2015	Abhayapuri, Assam	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	81 	<pointer: 0x0000000049fa0370>	Abhayapuri	Assam	600
587	October 12 2015	Abhayapuri, Assam	Commercial Tax, Sales Tax, VAT	C Form	84 	<pointer: 0x000000004a10b460>	Abhayapuri	Assam	424
588	October 12 2015	Adityapur, Jharkhand	Passport	Passport Delivery	97 	<pointer: 0x000000004a257ae0>	Adityapur	Jharkhand	15000
589	October 12 2015	Aligarh, Uttar Pradesh	Police	Police Verification for Passport	67 	<pointer: 0x000000004a3cb1e0>	Aligarh	Pradesh	2500
590	October 12 2015	Abhayapuri, Assam	Transport	New Domestic Driving License	78 	<pointer: 0x000000004a50bdf0>	Abhayapuri	Assam	1500
591	October 12 2015	Allahabad, Uttar Pradesh	Stamps and Registration	Registration of Property	60 	<pointer: 0x000000004a6475f0>	Allahabad	Pradesh	10000
592	October 12 2015	Adari, Uttar Pradesh	Income Tax	New PAN Card	96 	<pointer: 0x000000004a755070>	Adari	Pradesh	550
593	October 12 2015	Arwal, Bihar	Transport	New Domestic Driving License	45 	<pointer: 0x000000004a90fd70>	Arwal	Bihar	2000
594	October 12 2015	Alleppey, Kerala	Stamps and Registration	Marriage Certificate	55 	<pointer: 0x000000004aa3b8f0>	Alleppey	Kerala	500
595	October 12 2015	Ahmadnagar, Maharashtra	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	54 	<pointer: 0x000000004ab922e0>	Ahmadnagar	Maharashtra	500
596	October 12 2015	Abohar, Punjab	Commercial Tax, Sales Tax, VAT	C Form	98 	<pointer: 0x000000004ad13bf0>	Abohar	Punjab	1500
597	October 12 2015	Adoni, Andhra Pradesh	Police	Filing FIR	69 	<pointer: 0x000000004ae588f0>	Adoni	Pradesh	15000
598	October 12 2015	Ahmedabad, Gujarat	Municipal Services	Birth Certificate	76 	<pointer: 0x000000004af7c8e0>	Ahmedabad	Gujarat	2500
599	October 12 2015	Hyderabad, Telangana	Passport	Passport Delivery	88 	<pointer: 0x000000004b0c6ef0>	Hyderabad	Telangana	2500
600	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	40 	<pointer: 0x000000004b25f070>	Bangalore	Karnataka	800
601	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	55 	<pointer: 0x000000004b400970>	Bangalore	Karnataka	500
602	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	69 	<pointer: 0x000000004b515de0>	Bangalore	Karnataka	800
603	October 12 2015	Vadodara, Gujarat	Municipal Services	Birth Certificate	65 	<pointer: 0x000000004b5f5fe0>	Vadodara	Gujarat	10000
604	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	62 	<pointer: 0x000000004b7afa70>	Bangalore	Karnataka	500
605	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	60 	<pointer: 0x000000004b91a270>	Bangalore	Karnataka	500
606	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	64 	<pointer: 0x000000004ba276e0>	Bangalore	Karnataka	1200
607	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	54 	<pointer: 0x000000004bba79f0>	Bangalore	Karnataka	800
608	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	67 	<pointer: 0x000000004bd2c160>	Bangalore	Karnataka	500
609	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	55 	<pointer: 0x000000004beadcf0>	Bangalore	Karnataka	500
610	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	74 	<pointer: 0x000000004bfa34e0>	Bangalore	Karnataka	800
611	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	40 	<pointer: 0x000000004c0e0870>	Bangalore	Karnataka	500
612	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	44 	<pointer: 0x000000004c266870>	Bangalore	Karnataka	500
613	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	51 	<pointer: 0x000000004c39ac70>	Bangalore	Karnataka	800
614	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	40 	<pointer: 0x000000004c4bf770>	Bangalore	Karnataka	500
615	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	44 	<pointer: 0x000000004c646060>	Bangalore	Karnataka	500
616	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	35 	<pointer: 0x000000004c793f70>	Bangalore	Karnataka	500
617	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	55 	<pointer: 0x000000004c93d470>	Bangalore	Karnataka	900
618	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	53 	<pointer: 0x000000004ca38af0>	Bangalore	Karnataka	500
619	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	37 	<pointer: 0x000000004cb1c170>	Bangalore	Karnataka	500
620	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	33 	<pointer: 0x000000004ccc5ae0>	Bangalore	Karnataka	800
621	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	35 	<pointer: 0x000000004ce1f970>	Bangalore	Karnataka	500
622	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	41 	<pointer: 0x000000004cf33460>	Bangalore	Karnataka	500
623	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	52 	<pointer: 0x000000004d0d9c60>	Bangalore	Karnataka	800
624	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	38 	<pointer: 0x000000004d213370>	Bangalore	Karnataka	500
625	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	35 	<pointer: 0x000000004d36bee0>	Bangalore	Karnataka	800
626	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	34 	<pointer: 0x000000004d4dafe0>	Bangalore	Karnataka	500
627	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	45 	<pointer: 0x000000004d611cf0>	Bangalore	Karnataka	500
628	October 12 2015	Bangalore, Karnataka	Passport	New Passport Application	69 	<pointer: 0x000000004d733760>	Bangalore	Karnataka	800
629	October 12 2015	Puri, Orissa	Transport	Registration of Vehicle	50 	<pointer: 0x000000004d85ece0>	Puri	Orissa	436
630	October 12 2015	Pedana, Andhra Pradesh	Police	Traffic Violations	40 	<pointer: 0x000000004d9a5ef0>	Pedana	Pradesh	384
631	October 12 2015	Murliganj, Bihar	Police	Filing FIR	40 	<pointer: 0x000000004db3f9f0>	Murliganj	Bihar	294
632	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	36 	<pointer: 0x000000004dc76de0>	Bangalore	Karnataka	500
633	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	47 	<pointer: 0x000000004ddaa4f0>	Bangalore	Karnataka	500
634	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	40 	<pointer: 0x000000004df5bdf0>	Bangalore	Karnataka	800
635	October 12 2015	Madhepura, Bihar	Police	Filing FIR	39 	<pointer: 0x000000004e0545f0>	Madhepura	Bihar	432
636	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	33 	<pointer: 0x000000004e192960>	Bangalore	Karnataka	500
637	October 12 2015	Bangalore, Karnataka	Passport	New Passport Application	44 	<pointer: 0x000000004e2d8160>	Bangalore	Karnataka	800
638	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	36 	<pointer: 0x000000004e3fff70>	Bangalore	Karnataka	800
639	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	36 	<pointer: 0x000000004e5b8c60>	Bangalore	Karnataka	500
640	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	30 	<pointer: 0x000000004e6d1070>	Bangalore	Karnataka	1200
641	October 12 2015	Raurkela, Orissa	Stamps and Registration	Registration of Property	47 	<pointer: 0x000000004e806ed0>	Raurkela	Orissa	936
642	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	37 	<pointer: 0x000000004e9b0d60>	Bangalore	Karnataka	20000
643	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	38 	<pointer: 0x000000004eafd5e0>	Bangalore	Karnataka	500
644	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	34 	<pointer: 0x000000004ec4b8e0>	Bangalore	Karnataka	500
645	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	31 	<pointer: 0x000000004edd6860>	Bangalore	Karnataka	800
646	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	36 	<pointer: 0x000000004ef09d60>	Bangalore	Karnataka	1500
647	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	36 	<pointer: 0x000000004f09cdf0>	Bangalore	Karnataka	1400
648	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	35 	<pointer: 0x000000004f1e5670>	Bangalore	Karnataka	500
649	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	30 	<pointer: 0x000000004f30d370>	Bangalore	Karnataka	800
650	October 12 2015	Pithapuram, Andhra Pradesh	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	42 	<pointer: 0x000000004f45c5f0>	Pithapuram	Pradesh	219
651	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	26 	<pointer: 0x000000004f546bf0>	Bangalore	Karnataka	800
652	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	33 	<pointer: 0x000000004f6b4260>	Bangalore	Karnataka	500
653	October 12 2015	Muzaffarpur, Bihar	Police	Filing FIR	38 	<pointer: 0x000000004f83e6e0>	Muzaffarpur	Bihar	432
654	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	33 	<pointer: 0x000000004f95e9f0>	Bangalore	Karnataka	500
655	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	39 	<pointer: 0x000000004fa934f0>	Bangalore	Karnataka	2000
656	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	31 	<pointer: 0x000000004fc2c3e0>	Bangalore	Karnataka	800
657	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	30 	<pointer: 0x000000004fd75160>	Bangalore	Karnataka	1500
658	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	35 	<pointer: 0x000000004fedefe0>	Bangalore	Karnataka	500
659	October 12 2015	Hyderabad, Telangana	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	67 	<pointer: 0x00000000500139e0>	Hyderabad	Telangana	1500
660	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	34 	<pointer: 0x00000000501108e0>	Bangalore	Karnataka	800
661	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	37 	<pointer: 0x00000000502862e0>	Bangalore	Karnataka	15000
662	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	42 	<pointer: 0x00000000503bfff0>	Bangalore	Karnataka	700
663	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	33 	<pointer: 0x000000005058f760>	Bangalore	Karnataka	2000
664	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	28 	<pointer: 0x00000000506f5a60>	Bangalore	Karnataka	900
665	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	41 	<pointer: 0x000000005080e6f0>	Bangalore	Karnataka	1000
666	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	34 	<pointer: 0x0000000050995260>	Bangalore	Karnataka	800
667	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	31 	<pointer: 0x0000000050a861e0>	Bangalore	Karnataka	1600
668	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	28 	<pointer: 0x0000000050c4b870>	Bangalore	Karnataka	800
669	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	27 	<pointer: 0x0000000050d57260>	Bangalore	Karnataka	2000
670	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	34 	<pointer: 0x0000000050ea5ef0>	Bangalore	Karnataka	700
671	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	27 	<pointer: 0x0000000051043960>	Bangalore	Karnataka	3500
672	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	35 	<pointer: 0x000000005115fd60>	Bangalore	Karnataka	600
673	October 12 2015	Solapur, Maharashtra	Stamps and Registration	Registration of Property	38 	<pointer: 0x00000000512a9170>	Solapur	Maharashtra	692
674	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	25 	<pointer: 0x00000000513e9860>	Bangalore	Karnataka	800
675	October 12 2015	Bangalore, Karnataka	Railways	Transport of Goods	205 	<pointer: 0x0000000051543070>	Bangalore	Karnataka	1500
676	October 12 2015	Monoharpur, West Bengal	Stamps and Registration	Registration of Property	37 	<pointer: 0x00000000516baef0>	Monoharpur	Bengal	862
677	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	26 	<pointer: 0x0000000051804760>	Bangalore	Karnataka	1400
678	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	31 	<pointer: 0x000000005195b1e0>	Bangalore	Karnataka	800
679	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	45 	<pointer: 0x0000000051a6db70>	Bangalore	Karnataka	500
680	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	27 	<pointer: 0x0000000051bfaae0>	Bangalore	Karnataka	800
681	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	37 	<pointer: 0x0000000051d51670>	Bangalore	Karnataka	10000
682	October 12 2015	Raghunathpur, West Bengal	Police	Traffic Violations	27 	<pointer: 0x0000000051e90b60>	Raghunathpur	Bengal	963
683	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	24 	<pointer: 0x0000000051fb0f60>	Bangalore	Karnataka	1200
684	October 12 2015	Punjaipugalur, Tamil Nadu	Stamps and Registration	Registration of Property	30 	<pointer: 0x0000000052188ee0>	Punjaipugalur	Nadu	345
685	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	31 	<pointer: 0x00000000522ae870>	Bangalore	Karnataka	15000
686	October 12 2015	Leh (Ladakh), Jammu and Kashmir	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	25 	<pointer: 0x00000000523fe1f0>	Leh	Kashmir	987
687	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	34 	<pointer: 0x000000005255de60>	Bangalore	Karnataka	800
688	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	38 	<pointer: 0x0000000052712550>	Bangalore	Karnataka	1000
689	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	32 	<pointer: 0x000000005280d870>	Bangalore	Karnataka	500
690	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	42 	<pointer: 0x00000000529ba160>	Bangalore	Karnataka	800
691	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	36 	<pointer: 0x0000000052ae1270>	Bangalore	Karnataka	1500
692	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	30 	<pointer: 0x0000000052c38360>	Bangalore	Karnataka	1500
693	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	28 	<pointer: 0x0000000052d7dbe0>	Bangalore	Karnataka	500
694	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	29 	<pointer: 0x0000000052ec4d60>	Bangalore	Karnataka	800
695	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	30 	<pointer: 0x000000005303f370>	Bangalore	Karnataka	1000
696	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	27 	<pointer: 0x00000000531528f0>	Bangalore	Karnataka	1500
697	October 12 2015	Bangalore, Karnataka	Food, Civil Supplies and Consumer Affairs	Issue of Ration Card	29 	<pointer: 0x000000005327d770>	Bangalore	Karnataka	800
698	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	23 	<pointer: 0x00000000533feff0>	Bangalore	Karnataka	500
699	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	32 	<pointer: 0x000000005355dfe0>	Bangalore	Karnataka	1500
700	October 12 2015	Gurgaon, Haryana	Others	Others	89 	<pointer: 0x00000000536a0d70>	Gurgaon	Haryana	100
701	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	37 	<pointer: 0x0000000053884ee0>	Bangalore	Karnataka	800
702	October 12 2015	Hyderabad, Telangana	Stamps and Registration	Registration of Flat or Apartment	61 	<pointer: 0x000000005394be70>	Hyderabad	Telangana	2000
703	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	27 	<pointer: 0x0000000053aa1570>	Bangalore	Karnataka	500
704	October 12 2015	Nuzvid, Andhra Pradesh	Stamps and Registration	Marriage Certificate	46 	<pointer: 0x0000000053c34170>	Nuzvid	Pradesh	234
705	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	32 	<pointer: 0x0000000053d7e0e0>	Bangalore	Karnataka	700
706	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	27 	<pointer: 0x0000000053ed5cf0>	Bangalore	Karnataka	1000
707	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	27 	<pointer: 0x00000000540283f0>	Bangalore	Karnataka	1300
708	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	26 	<pointer: 0x00000000541658f0>	Bangalore	Karnataka	5000
709	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	29 	<pointer: 0x00000000542ef0f0>	Bangalore	Karnataka	800
710	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	39 	<pointer: 0x000000005443f1e0>	Bangalore	Karnataka	600
711	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	29 	<pointer: 0x0000000054551ee0>	Bangalore	Karnataka	500
712	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	30 	<pointer: 0x00000000546861e0>	Bangalore	Karnataka	3000
713	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	33 	<pointer: 0x0000000054805e70>	Bangalore	Karnataka	500
714	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	28 	<pointer: 0x00000000549380f0>	Bangalore	Karnataka	5000
715	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	50 	<pointer: 0x0000000054ac2ff0>	Bangalore	Karnataka	500
716	October 12 2015	Pune, Maharashtra	Commercial Tax, Sales Tax, VAT	C Form	62 	<pointer: 0x0000000054bbf2f0>	Pune	Maharashtra	6000
717	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	29 	<pointer: 0x0000000054d68cf0>	Bangalore	Karnataka	1200
718	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	33 	<pointer: 0x0000000054e76360>	Bangalore	Karnataka	500
719	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	32 	<pointer: 0x0000000054fd41f0>	Bangalore	Karnataka	1000
720	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	32 	<pointer: 0x000000005515d0f0>	Bangalore	Karnataka	500
721	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	37 	<pointer: 0x0000000055273960>	Bangalore	Karnataka	1500
722	October 12 2015	Bangalore, Karnataka	Police	Police Verification for Passport	26 	<pointer: 0x000000005538dd60>	Bangalore	Karnataka	500
723	October 12 2015	Bangalore, Karnataka	Railways	Transport of Goods	141 	<pointer: 0x0000000055522c60>	Bangalore	Karnataka	250
724	October 12 2015	New Delhi, Delhi	Transport	New Domestic Driving License	65 	<pointer: 0x00000000556234f0>	New	Delhi	1000
725	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Marriage Certificate	33 	<pointer: 0x00000000557b31f0>	Bangalore	Karnataka	2000
726	October 12 2015	Bangalore, Karnataka	Police	Traffic Violations	27 	<pointer: 0x00000000559a0af0>	Bangalore	Karnataka	350
727	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	36 	<pointer: 0x0000000055aa9df0>	Bangalore	Karnataka	500
728	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	30 	<pointer: 0x0000000055c1fb70>	Bangalore	Karnataka	1700
729	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	34 	<pointer: 0x0000000055d0dc60>	Bangalore	Karnataka	500
730	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	27 	<pointer: 0x0000000055e76260>	Bangalore	Karnataka	2500
731	October 12 2015	Bangalore, Karnataka	Transport	New Domestic Driving License	28 	<pointer: 0x0000000055fe8b70>	Bangalore	Karnataka	1000
732	October 12 2015	Bangalore, Karnataka	Commercial Tax, Sales Tax, VAT	C Form	32 	<pointer: 0x000000005616a7f0>	Bangalore	Karnataka	500
733	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	27 	<pointer: 0x000000005628a9f0>	Bangalore	Karnataka	500
734	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	24 	<pointer: 0x00000000563b23f0>	Bangalore	Karnataka	5000
735	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	34 	<pointer: 0x00000000564fa2e0>	Bangalore	Karnataka	500
736	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	32 	<pointer: 0x00000000566573d0>	Bangalore	Karnataka	500
737	October 12 2015	Bangalore, Karnataka	Passport	Police Verification for Passport	36 	<pointer: 0x00000000567a4bf0>	Bangalore	Karnataka	1500
738	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	33 	<pointer: 0x00000000568cdaf0>	Bangalore	Karnataka	800
739	October 12 2015	Bangalore, Karnataka	Police	Filing FIR	32 	<pointer: 0x0000000056a929f0>	Bangalore	Karnataka	600
740	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Property	25 	<pointer: 0x0000000056b6c2e0>	Bangalore	Karnataka	10000
741	October 12 2015	Bangalore, Karnataka	Police	Police Harassment	32 	<pointer: 0x0000000056cab5e0>	Bangalore	Karnataka	200
742	October 12 2015	Bangalore, Karnataka	Railways	Transport of Goods	140 	<pointer: 0x0000000056e4d570>	Bangalore	Karnataka	500
743	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	51 	<pointer: 0x00000000570a0260>	Bangalore	Karnataka	400
744	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	28 	<pointer: 0x000000005721dde0>	Bangalore	Karnataka	500
745	October 12 2015	Bangalore, Karnataka	Passport	Passport Delivery	28 	<pointer: 0x000000005732dce0>	Bangalore	Karnataka	1400
746	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	24 	<pointer: 0x00000000574c3a60>	Bangalore	Karnataka	150
747	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	25 	<pointer: 0x0000000057649de0>	Bangalore	Karnataka	500
748	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	25 	<pointer: 0x000000005776fdf0>	Bangalore	Karnataka	400
749	October 12 2015	Bangalore, Karnataka	Passport	New Passport Application	29 	<pointer: 0x000000005793c9f0>	Bangalore	Karnataka	2500
750	October 12 2015	Bangalore, Karnataka	Municipal Services	Birth Certificate	23 	<pointer: 0x0000000057a1cbe0>	Bangalore	Karnataka	500
751	October 12 2015	Bangalore, Karnataka	Stamps and Registration	Registration of Flat or Apartment	24 	<pointer: 0x0000000057b881f0>	Bangalore	Karnataka	1000
752	October 12 2015	Bangalore, Karnataka	Transport	Duplicate Registration Certificate	27 	<pointer: 0x0000000057d1fc70>	Bangalore	Karnataka	200
753	October 12 2015	Bangalore, Karnataka	Customs, Excise and Service Tax	Customs Check and Clearance	28 	<pointer: 0x0000000057e4e7f0>	Bangalore	Karnataka	500
754	October 12 2015	Bangalore, Karnataka	Transport	Registration of Vehicle	25 	<pointer: 0x0000000057f8f6e0>	Bangalore	Karnataka	500
755	October 12 2015	Bangalore, Karnataka	Income Tax	New PAN Card	44 	<pointer: 0x000000005815f870>	Bangalore	Karnataka	1200
